<<<<<<< HEAD
tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt,additional_info,building_name,building_no,expiry_date,grade,postal_code,street_name,tel_no,uen_no,unit_no,workhead
NPB000ETT17000023,National Parks Board,"PROVISION OF ENHANCEMENTS TO NPARKS CUSTOMER MANAGEMENT SYSTEM, CHANGE AND SERVICE REQUESTS, AND OPTIONS FOR MAINTENANCE, SUPPORT SERVICES, CHANGE AND SERVICE REQUESTS",2017-06-30,Awarded to Suppliers,NCS PTE. LTD.,1196051.32,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NPO000ETT17000047,Ngee Ann Polytechnic,"(Tender Ref: NP/EM/19T/17, GRF: EM/17/0061) Tender for provision of turnkey services to develop NP Integrated Operations Centre (IOC)",2017-11-28,Awarded to Suppliers,NCS PTE. LTD.,5198515.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NST000ETT15000090,"Agency for Science, Technology and Research","Tender for Supply, Installation adn Commissioning of IP Telephony System, Room Booking and Hot Desk Booking System for Fusionopolis Phase 2",2015-07-28,Awarded to Suppliers,NCS PTE. LTD.,1376532.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NST000ETT16000084,"Agency for Science, Technology and Research",Maintenance Contract for A*CRC High Performance IBM Blue Gene/Q System for a Period of One Year with Option to Renew for a Second Year,2016-08-01,Awarded to Suppliers,NCS PTE. LTD.,476517.6,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NST000ETT16000145,"Agency for Science, Technology and Research","Tender for A*SAP Helpdesk, BASIS and Server Operations/Technical Support Services for a Two Year Period for A*STAR",2016-10-20,Awarded to Suppliers,NCS PTE. LTD.,915440.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NST000ETT16000176,"Agency for Science, Technology and Research",Maintenance Contract for High Performance IBM p755 AIX Cluster System for a Period of One (1) Year with Option to Renew the Contract for a Second Year,2017-02-16,Awarded to Suppliers,NCS PTE. LTD.,186000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NST000ETT16000178,"Agency for Science, Technology and Research","Supply, Delivery, Installation and Commissioning of Two (2) Units of Network Routers and Three (3) Units of Network Switches",2017-02-13,Awarded to Suppliers,NCS PTE. LTD.,1173688.68,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NST000ETT17000042,"Agency for Science, Technology and Research","Supply, Delivery, Installation, Commissioning and Training of Network Attack Traffic Generation System",2017-06-23,Awarded to Suppliers,NCS PTE. LTD.,138646.47,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NTU000ETT15000039,Nanyang Technological University,"SUPPLY AND COMMISSIONING OF PERSONAL COMPUTERS AND APPLE MACBOOK FOR A PERIOD OF 12 MONTHS FROM 1 AUGUST 2015 TO 31 JULY 2016 AND AT NANYANG TECHNOLOGICAL UNIVERSITY'S OPTION, TO EXTEND FOR ANOTHER 12 MONTHS",2015-07-06,Awarded to Suppliers,NCS PTE. LTD.,143000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NTU000ETT15000220,Nanyang Technological University,"Supply and Commissioning of Technology-Enabled Learning Infrastructure for a period of 1 year and at NTUs option, to extend on a yearly basis for a further period of two years.",2016-02-05,Awarded to Suppliers,NCS PTE. LTD.,1610530.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NTU000ETT15000282,Nanyang Technological University,"Supply and Commissioning of Bandwidth Management System and at NTU's option, to extend system software support and hardware maintenance on a yearly basis for a further period of 4 years.",2016-03-10,Awarded to Suppliers,NCS PTE. LTD.,321434.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT14000323,National University of Singapore,For the Supply and Delivery of Personal Computers and Printers for National University of Singapore acting through Department of Computer Centre for the period from 01 Feb 2015 to 30 Jun 2016,2015-01-26,Awarded to Suppliers,NCS PTE. LTD.,2544827.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT15000113,National University of Singapore,"THE SUPPLY, DELIVERY AND MAINTENANCE SUPPORT OF ADDITIONAL LICENSES FOR ORACLE DATABASE SOFTWARE PRODUCTS FOR NATIONAL UNIVERSITY OF SINGAPORE ACTING THROUGH DEPARTMENT OF COMPUTER CENTRE (WITH THE OPTION OF EXTENDING FOR ANOTHER TWELVE (12) MONTHS FOR ADDITIONAL LICENSES)",2015-05-05,Awarded to Suppliers,NCS PTE. LTD.,848400.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT15000174,National University of Singapore,SUPPLY AND DELIVERY OF NUSNET HARDWARE AND SOFTWARE MAINTENANCE SERVICES FOR NATIONAL UNIVERSITY OF SINGAPORE ACTING THROUGH DEPARTMENT OF COMPUTER CENTRE FOR THE PERIOD FROM 01 SEPTEMBER 2015 TO 31 AUGUST 2017 (WITH THE OPTION OF EXTENDING TO 31 AUGUST 2018),2015-08-27,Awarded to Suppliers,NCS PTE. LTD.,2140736.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT15000189,National University of Singapore,"FOR THE DESIGN, SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING AND MAINTENANCE OF THREE PAIRS OF HIGH PERFORMACE NETWORK FIREWALLS WITH INTRUSION PREVENTION SYSTEM CAPABILITY TO THE NATIONAL UNIVERSITY OF SINGAPORE ACTING THROUGH DEPARTMENT OF COMPUTER CENTRE",2016-02-02,Awarded to Suppliers,NCS PTE. LTD.,2646543.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT16000142,National University of Singapore,PR 372/16 Supply of Professional Services and Solution to migrate the NUS-ISS Data Centre and IT Infrastructure to NUS Computer Centre,2016-08-05,Awarded to Suppliers,NCS PTE. LTD.,380433.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT16000253,National University of Singapore,"FOR THE SUPPLY, DELIVERY AND MAINTENANCE OF CISCO IP PHONES FOR NUS ACTING THROUGH DEPARTMENT OF COMPUTER CENTRE",2016-10-12,Awarded to Suppliers,NCS PTE. LTD.,204780.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT16000323,National University of Singapore,"PRF 557/16 DESIGN, SUPPLY, INSTALLATION, TESTING, IMPLEMENTATION AND MAINTENANCE OF AUDIO VISUAL SYSTEM OF THE AUDITORIUM FOR NUS, INSTITUTE OF SYSTEMS SCIENCE",2016-11-04,Awarded to Suppliers,NCS PTE. LTD.,107506.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSDEPETT17000139,National University of Singapore,Purchase of additional x86 compute servers and storage servers,2017-08-03,Awarded to Suppliers,NCS PTE. LTD.,487286.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NUSGMSETT17800010,Duke-NUS Medical School,Term contract for Maintenance of Audio Visual Equipment at Duke-NUS GMS Singapore 8 College Road for a period of Two (2) years with an Option to extend for another Two (2) years,2017-08-21,Awarded to Suppliers,NCS PTE. LTD.,252156.1,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NYP000ETT15000054,Nanyang Polytechnic,"Supply, Delivery, Installation And Commissioning Of Internet Proxy Appliances At Disaster Recovery Centre (DRC) in Nanyang Polytechnic",2015-12-24,Awarded to Suppliers,NCS PTE. LTD.,418516.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NYP000ETT16000006,Nanyang Polytechnic,"Relocation of IT Equipment, Supply, Delivery, Installation and Commissioning of In-Row Cooling Systems, Racks and Network Switches",2016-05-19,Awarded to Suppliers,NCS PTE. LTD.,287745.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NYP000ETT16000060,Nanyang Polytechnic,"Supply, Delivery, Installation and Commissioning of Wireless Authentication System",2017-02-14,Awarded to Suppliers,NCS PTE. LTD.,148266.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
NYP000ETT17000004,Nanyang Polytechnic,Campus Internet Infrastructure Technology Refresh,2017-03-30,Awarded to Suppliers,NCS PTE. LTD.,8685687.24,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
PAS000ETT15000158,People's Association,"TS01/FY15 INVITATION TO TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING OF A FULLY OPERATIONAL CONTENT MANAGEMENT SYSTEM AND QUEUE MANAGEMENT SYSTEM WITH AN OPTION FOR MAINTENANCE SUPPORT AND ENHANCEMENTS.",2015-10-29,Awarded to Suppliers,NCS PTE. LTD.,2868966.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
PAS000ETT17000099,People's Association,ORACLE RDBMS AND MIDDLEWARE SOFTWARE MAINTENANCE SUPPORT,2017-05-24,Awarded to Suppliers,NCS PTE. LTD.,3507332.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
PMONRFETT15000001,Prime Minister's Office - National Research Foundation,"Invitation to Tender for the Provision of Application Development, Datamigration, Maintenance and Operations Support for the Supply of an Integrated Grant Management System (IGMS)",2015-07-06,Awarded to Suppliers,NCS PTE. LTD.,5986501.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
PMOPSDETT17000002,Prime Minister's Office-Public Service Division,PROVISION OF A HR AND PAYROLL SYSTEM,2017-12-11,Awarded to Suppliers,NCS PTE. LTD.,121579794.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
PUB000ETT14000349,Public Utilities Board,Maintenance of Local Area Network Equipment,2015-04-02,Awarded to Suppliers,NCS PTE. LTD.,187761.48,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
PUB000ETT16000172,Public Utilities Board,Implementation and Maintenance of PUB Central Authentication System,2016-09-30,Awarded to Suppliers,NCS PTE. LTD.,423714.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT14000028,Republic Polytechnic,Tender for maintenance of campus network hardware for OIS,2015-02-26,Awarded to Suppliers,NCS PTE. LTD.,309000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT14000033,Republic Polytechnic,Tender for Cloud Computing Solution for Curriculum Delivery for SOI,2015-05-07,Awarded to Suppliers,NCS PTE. LTD.,327210.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT15000027,Republic Polytechnic,TENDER FOR HARDWARE MAINTENANCE AND SUPPORT SERVICES OF WEB SECURITY GATEWAY FOR REPUBLIC POLYTECHNIC (RP) FOR ONE (1) YEAR AND OPTION TO RENEW ANOTHER ONE (1) YEAR,2016-03-28,Awarded to Suppliers,NCS PTE. LTD.,59646.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT15000034,Republic Polytechnic,TENDER FOR NETWORK MANAGED SERVICES FOR REPUBLIC POLYTECHNIC (RP) FOR A PERIOD OF THREE (3) YEARS,2015-12-15,Awarded to Suppliers,NCS PTE. LTD.,1696408.8,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT15000039,Republic Polytechnic,Supply of Threat Generator Appliance and related services for Curriculum Delivery for SOI,2015-09-23,Awarded to Suppliers,NCS PTE. LTD.,212000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT15000045,Republic Polytechnic,Application Maintenance Support and Professional Services for the Online Academic Student Integrated System (OASIS) for OIS,2015-11-13,Awarded to Suppliers,NCS PTE. LTD.,6175840.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT16000027,Republic Polytechnic,Web Security and Traffic Shaping Solution with Maintenance and Support Services for 4 years,2016-10-19,Awarded to Suppliers,NCS PTE. LTD.,4317842.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
RPO000ETT17000007,Republic Polytechnic,Tender for provision of campus IT infrastructure equipment maintenance and support services for a period of 36 months for OIS,2017-06-08,Awarded to Suppliers,NCS PTE. LTD.,2723203.54,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SLA000ETT16000006,Singapore Land Authority,Invitation to Tender for the Supply and Implementation of Remote Access with Two Factor Authentication for SLA Servers,2016-06-22,Awarded to Suppliers,NCS PTE. LTD.,348828.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPO000ETT14000117,Singapore Polytechnic,"CI14/0068 Tender for supply, delivery, installation, configuration, testing, documentation, commissioning and maintenance of firewall & bandwidth management devices",2015-03-17,Awarded to Suppliers,NCS PTE. LTD.,642998.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPO000ETT15000014,Singapore Polytechnic,CI14/0112 Tender for purchase of oracle software licenses,2015-03-06,Awarded to Suppliers,NCS PTE. LTD.,246620.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPO000ETT15000154,Singapore Polytechnic,CI15/0106 Implement managed security services for mitigation of advanced persistent threats (APT) for a period of 3 years with an option for additional 2 years,2016-03-11,Awarded to Suppliers,NCS PTE. LTD.,1029495.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPO000ETT17000011,Singapore Polytechnic,CI16/0148 Tender for Oracle software maintenance & support service for Singapore Polytechnic,2017-03-21,Awarded to Suppliers,NCS PTE. LTD.,292557.35,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPO000ETT17000056,Singapore Polytechnic,"CI17/0029 - Tender for Supply, Delivery, Installation, Testing, Commissioning and Maintenance of remote access 2FA VPN Solution for Singapore Polytechnic.",2017-08-17,Awarded to Suppliers,NCS PTE. LTD.,344927.1,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPR000ETT15000056,SPRING Singapore,Supply of SingPass CorpPass Service Provider subscription to SPRING Singapore,2016-04-08,Awarded to Suppliers,NCS PTE. LTD.,352591.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPR000ETT16000015,SPRING Singapore,Provision of Application Maintenance and Support Services for SPRING's Systems on Microsoft SharePoint 2010 Platform,2016-11-03,Awarded to Suppliers,NCS PTE. LTD.,316108.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SPR000ETT17000004,SPRING Singapore,Provision of Application Systems and IT Infrastructure Maintenance and Support Services for SPRING Singapore,2017-08-15,Awarded to Suppliers,NCS PTE. LTD.,13348972.5,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
SSG000ETT17000004,SkillsFuture Singapore,"MAINTENANCE FOR SAN STORAGE, SAN SWITCHES AND SERVERS FOR SKILLSFUTURE SINGAPORE AGENCY",2017-03-10,Awarded to Suppliers,NCS PTE. LTD.,164746.27,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
STB000ETT14000085,Singapore Tourism Board,Tender for Provision of Maintenance and Support Services of Centralised IT Infrastructure for a Period of 1 Year,2015-01-13,Awarded to Suppliers,NCS PTE. LTD.,96324.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
STB000ETT15000054,Singapore Tourism Board,Tender for Hardware & System Software Maintenance Services and Application Maintenance & Support Services for STB Human Resource Information System,2015-11-05,Awarded to Suppliers,NCS PTE. LTD.,494769.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
STB000ETT16000016,Singapore Tourism Board,Tender for Application system maintenance and support services for the Travel Related Users' System (TRUST),2016-06-08,Awarded to Suppliers,NCS PTE. LTD.,177172.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
STB000ETT16000076,Singapore Tourism Board,"Tender for The Supply, Delivery, Installation, Design, Configuration, Agile Development in Sprints, Testing, Training & Commissioning of Tourism Information & Services Hub (TIH)",2017-03-21,Awarded to Suppliers,NCS PTE. LTD.,8309072.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
TPO000ETT15000058,Temasek Polytechnic,"TENDER FOR SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING OF FULLY OPERATIONAL DATA SCIENCE ACADEMY WITH OPTION FOR MAINTENANCE",2016-03-11,Awarded to Suppliers,NCS PTE. LTD.,1498500.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
TPO000ETT16000019,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, CONFIGURATION, TESTING, DOCUMENTATION, COMMISSIONING AND MAINTENANCE OF INTERNET GATEWAY ANTI-VIRUS APPLIANCES AND PROXY SERVERS UPGRADE IN TEMASEK POLYTECHNIC",2016-07-07,Awarded to Suppliers,NCS PTE. LTD.,859147.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
TPO000ETT16000055,Temasek Polytechnic,TENDER FOR HARDWARE MAINTENANCE AND SUPPORT RENEWAL OF EXISTING HITACHI SAN STORAGE AT TEMASEK POLYTECHNIC.,2017-01-11,Awarded to Suppliers,NCS PTE. LTD.,110600.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
TPO000ETT17000010,Temasek Polytechnic,"Tender for the supply, delivery, installation, configuration, testing, documentation, commissioning and maintenance of internet traffic shaping appliance in Temasek Polytechnic",2017-04-21,Awarded to Suppliers,NCS PTE. LTD.,299843.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
TPO000ETT17000018,Temasek Polytechnic,Tender for the hardware maintenance and support of existing network equipment at Temasek Polytechnic,2017-05-22,Awarded to Suppliers,NCS PTE. LTD.,424200.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
TRADOSETT16000002,Ministry of Trade & Industry-Department of Statistics,"SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING OF A FULLY OPERATIONAL HOUSEHOLD EXPENDITURE SURVEY 2017/18 SYSTEM (HES) WITH AN OPTION FOR MAINTENANCE SERVICES",2016-12-22,Awarded to Suppliers,NCS PTE. LTD.,3023715.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
URA000ETT16000017,Urban Redevelopment Authority,Tender For The Provision And Maintenance Of Data Visualization Platform,2016-06-30,Awarded to Suppliers,NCS PTE. LTD.,110596.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
URA000ETT16000044,Urban Redevelopment Authority,Provision Of IT Disaster Recovery Services For A Period Of Two (2) Years With An Option To Extend For Another 2 Years,2016-11-21,Awarded to Suppliers,NCS PTE. LTD.,148402.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
WDA000ETT15000006,Workforce Singapore,INVITION TO TENDER FOR INDIVIDUAL LEARNING PORTFOLIO (ILP),2015-12-07,Awarded to Suppliers,NCS PTE. LTD.,61621050.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
AGC000ETT14000012,Attorney-General's Chambers,Invitation To Tender for The Provision of Integrated Facilities Management for The Attorney-General's Chambers at 1 Upper Pickering Street For Three (3) Years With An Option To Extend For Two (2) Years,2015-03-09,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,1747000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
HDB000ETT15000324,Housing and Development Board,"Electrical Improvement Works At Block 9002 To 9006, 9008, 9010 & 9012 Tampines Industrial Park A",2016-01-11,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,2385000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
HDB000ETT16000127,Housing and Development Board,Mechanical And Electrical Cyclical Improvement Works To Multi-Storey Car Parks (Batch 2),2016-10-12,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,4056000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
HDB000ETT16000220,Housing and Development Board,Mechanical And Electrical Cyclical Improvement Works To Multi-Storey Car Parks (Batch 5),2016-12-23,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,3175000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
HDB000ETT16000325,Housing and Development Board,Mechanical & Electrical Cyclical Improvement Works To Multi-Storey Car Parks (Batch 3),2017-01-27,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,6850000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
ITE000ETT16000035,Institute of Technical Education,"Term Contract for Electrical Licensing & Servicing, Maintenance and Minor Works of High Tension & Low Tension Electrical Installations at ITE Headquarters & ITE College Central and ITE College East From 1 Oct 2016 To 30 Sep 2018, With Option To Extend To 30 Sep 2019",2016-10-03,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,165600.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
NUSDEPETT16000300,National University of Singapore,"NON-COMPREHENSIVE SERVICING AND MAINTENANCE OF WATER PUMPS AT ZONES 1,2,3,4 AND BTC, NATIONAL UNIVERSITY OF SINGAPORE FOR THE PERIOD OF 24 MONTHS WITH AN OPTION TO CONTINUE FOR ANOTHER 12 MONTHS",2017-01-20,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,73416.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
NUSDEPETT16000332,National University of Singapore,"Yale-NUS College is inviting tenders for the provision of integrated term contract Building, Mechanical and Electrical services from 01 December 2016 to 31 March 2018.",2016-11-10,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,457820.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
PAS000ETT16000276,People's Association,"PROVISION OF BUILDING, MECHANICAL AND ELECTRICAL, SANITARY AND PLUMBING WORKS TO ULU PANDAN COMMUNITY BUILDING FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",2016-11-28,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,345128.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
PAS000ETT16000328,People's Association,"TERM CONTRACT FOR MINOR BUILDING, SANITARY AND PLUMBING WORKS AT OUR TAMPINES HUB FOR A PERIOD OF TWO YEARS",2016-10-25,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,420000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
PAS000ETT16000329,People's Association,TERM CONTRACT FOR MINOR AIR CONDITIONING AND MECHANICAL VENTILATION WORKS AT OUR TAMPINES HUB FOR A PERIOD OF TWO YEARS,2016-10-25,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,385000.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
PMONRFETT17000006,Prime Minister's Office - National Research Foundation,PROVISION OF COMPREHENSIVE MAINTENANCE OF MECHANICAL & ELECTRICAL (M&E) SERVICES FOR CAMPUS FOR RESEARCH EXCELLENCE AND TECHNOLOGICAL ENTERPRISE (CREATE) FOR A PERIOD OF TWO YEARS,2017-09-22,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,2894600.0,na,PROPELL BUILDING,15,1/9/2017,C3,659586,BUKIT BATOK STREET 22,62822822,199903182D,#06-00,CW01
AGO000ETT15000001,Auditor-General's Office,"Minor Addition And Alteration, with Design Adaption Works to Auditor-General's Office",2015-02-17,Awarded to Suppliers,E.ID PROJECTS PTE. LTD.,72780.0,na,NORDIX,73,1/3/2017,C2,757483,WOODLANDS INDUSTRIAL PARK E2 ,63657737,200614416Z,na,CW01
HSA000ETT14000087,Health Sciences Authority,Provision of Addition And Alteration To The 3rd Satellite Blood Donation Centre,2015-02-27,Awarded to Suppliers,E.ID PROJECTS PTE. LTD.,997879.0,na,NORDIX,73,1/3/2017,C2,757483,WOODLANDS INDUSTRIAL PARK E2 ,63657737,200614416Z,na,CW01
JTC000ETT17000045,Jurong Town Corporation,"Interior Fit Out Works to 3rd, 8th, 9th & 10th Storey to Existing JTC Summit Office Building",2017-05-22,Awarded to Suppliers,E.ID PROJECTS PTE. LTD.,1566795.0,na,NORDIX,73,1/3/2017,C2,757483,WOODLANDS INDUSTRIAL PARK E2 ,63657737,200614416Z,na,CW01
JUDSUPETT15000006,Judiciary-Supreme Court,"INVITATION TO TENDER FOR INTERIOR FITTING OUT WORKS TO OFFICE & CHAMBER OF FAMILY JUSTICE COURTS AT 5 MAXWELL ROAD, MND COMPLEX, TOWER BLOCK #04-00 & #05-00 SINGAPORE 069110",2015-07-14,Awarded to Suppliers,E.ID PROJECTS PTE. LTD.,1931163.0,na,NORDIX,73,1/3/2017,C2,757483,WOODLANDS INDUSTRIAL PARK E2 ,63657737,200614416Z,na,CW01
